uni,school,course,year,Places,GPA,RP,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,university,Column 17,Column 18,Column 19,Column 20
NUS,Faculty of Arts and Social Sciences,Arts (Hons),2013,1562,3.68,77.5,86.6,74.6,3057,3200,3154,3200,2800,3500,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Arts (Hons),2014,1591,3.76,76.25,83.1,76.6,3141,3210,3277,3300,3000,3600,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Arts (Hons),2015,1540,3.74,76.25,83,70.5,3266,3310,3310,3310,3000,3625,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Arts (Hons),2016,1559,3.73,78.75,90.7,74.1,3258,3300,3321,3500,3000,3600,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Arts (Hons),2017,1474,3.74,76.25,88.2,66.7,3309,3300,3391,3360,3000,3600,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Arts (Hons),2018,1645,3.74,73.75,87.5,60.8,3290,3300,3377,3300,3000,3600,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Arts (Hons),2019,1510,3.67,75,92.7,68.2,3421,3500,3537,3500,3250,3800,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Arts (Hons),2020,1234,3.63,76.25,93.1,54.2,3529,3500,3586,3500,3300,3854,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Arts (Hons),2021,2100,3.79,78.75,88.8,68.3,3619,3500,3731,3650,3400,3983,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Arts (Hons),2022,1971,3.67,77.5,87.5,74.4,3889,3850,4034,4000,3500,4390,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Arts (Hons),2023,1949,3.62,78.75,86.5,73.6,3926,3930,4083,4008,3500,4500,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Arts (Hons),2024,1893,3.61,78.75,83,67.4,4219,4300,4476,4419,4000,4830,,,,,
NUS,Faculty of Arts and Social Sciences,Social Sciences,2013,1562,3.68,77.5,88.1,76.8,3098,3100,3210,3200,2800,3500,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Social Sciences,2014,1591,3.76,76.25,88.7,80.1,3192,3200,3304,3250,3000,3600,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Social Sciences,2015,1540,3.74,76.25,88.6,79.8,3317,3300,3442,3310,3000,3686,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Social Sciences,2016,1559,3.73,78.75,89.5,73.3,3341,3300,3423,3300,3000,3650,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Social Sciences,2017,1474,3.74,76.25,88.3,74.7,3365,3300,3443,3300,3000,3750,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Social Sciences,2018,1645,3.74,73.75,88.2,74.5,3459,3400,3526,3400,3200,3800,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Social Sciences,2019,1510,3.67,75,88,75.9,3590,3500,3674,3500,3212,3850,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Social Sciences,2020,1234,3.63,76.25,93.5,65.3,3597,3500,3666,3500,3345,3875,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Social Sciences,2021,2100,3.79,78.75,92.5,78.2,3757,3531,3850,3600,3400,4100,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Social Sciences,2022,1971,3.67,77.5,92.3,81.1,3935,3650,4056,3795,3500,4350,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Social Sciences,2023,1949,3.62,78.75,89,80.7,4173,4000,4304,4015,3720,4500,National University of Singapore,,,,
NUS,Faculty of Arts and Social Sciences,Social Sciences,2024,1893,3.61,78.75,86.1,73.9,4294,4150,4462,4210,3820,4800,,,,,
NUS,Faculty of Dentistry,Dentistry,2013,54,,85,100,100,4106,4000,4106,4000,4000,4400,National University of Singapore,,,,
NUS,Faculty of Dentistry,Dentistry,2014,54,,85,100,100,4054,4000,4054,4000,4000,4020,National University of Singapore,,,,
NUS,Faculty of Dentistry,Dentistry,2015,54,3.96,85,100,100,4053,4000,4083,4000,4000,4400,National University of Singapore,,,,
NUS,Faculty of Dentistry,Dentistry,2016,54,,85,100,100,4173,4050,4221,4050,4050,4450,National University of Singapore,,,,
NUS,Faculty of Dentistry,Dentistry,2017,54,,85,100,100,4124,4050,4143,4050,4000,4400,National University of Singapore,,,,
NUS,Faculty of Dentistry,Dentistry,2018,60,,85,100,100,4148,4050,4228,4050,4000,4450,National University of Singapore,,,,
NUS,Faculty of Dentistry,Dentistry,2019,60,,85,100,97.3,4057,4200,4068,4200,4000,4500,National University of Singapore,,,,
NUS,Faculty of Dentistry,Dentistry,2020,72,,85,100,100,4202,4200,4280,4200,4200,4600,National University of Singapore,,,,
NUS,Faculty of Dentistry,Dentistry,2021,81,,85,100,100,4256,4200,4286,4200,4200,4600,National University of Singapore,,,,
NUS,Faculty of Dentistry,Dentistry,2022,80,,85,100,100,4331,4200,4331,4200,4200,4600,National University of Singapore,,,,
NUS,Faculty of Dentistry,Dentistry,2023,80,,85,100,100,4586,4550,4589,4550,4500,4950,National University of Singapore,,,,
NUS,Faculty of Dentistry,Dentistry,2024,80,,85,100,100,4600,4550,4641,4550,4550,4950,,,,,
NUS,Faculty of Engineering,Biomedical Engineering,2013,91,3.79,71.25,74,60,2823,3000,3068,3000,2720,3250,National University of Singapore,,,,
NUS,Faculty of Engineering,Biomedical Engineering,2014,98,3.74,72.5,87.5,77.1,2966,3000,3058,3000,2700,3300,National University of Singapore,,,,
NUS,Faculty of Engineering,Biomedical Engineering,2015,100,3.82,75,86.2,75.9,3256,3200,3357,3300,3000,3500,National University of Singapore,,,,
NUS,Faculty of Engineering,Biomedical Engineering,2016,133,3.82,77.5,91.9,80.6,3314,3100,3366,3200,3000,3500,National University of Singapore,,,,
NUS,Faculty of Engineering,Biomedical Engineering,2017,158,3.87,76.25,90.6,81.3,3215,3200,3367,3300,3000,3700,National University of Singapore,,,,
NUS,Faculty of Engineering,Biomedical Engineering,2018,154,3.73,71.25,79.4,69.8,3357,3300,3444,3389,3280,3650,National University of Singapore,,,,
NUS,Faculty of Engineering,Biomedical Engineering,2019,161,3.71,73.75,80.4,68.6,3480,3500,3535,3500,3200,3800,National University of Singapore,,,,
NUS,Faculty of Engineering,Biomedical Engineering,2020,145,3.61,75,95.8,53.1,3500,3500,3577,3500,3300,3740,National University of Singapore,,,,
NUS,Faculty of Engineering,Biomedical Engineering,2021,185,3.57,72.5,94.4,83.3,3610,3500,3732,3600,3300,4000,National University of Singapore,,,,
NUS,Faculty of Engineering,Biomedical Engineering,2022,1167,3.56,71.25,97.2,91.6,4140,3800,4268,4000,3500,5000,National University of Singapore,,,,
NUS,Faculty of Engineering,Biomedical Engineering,2023,1292,3.55,72.5,87.6,81.4,4123,4000,4243,4100,3740,4600,National University of Singapore,,,,
NUS,Faculty of Engineering,Biomedical Engineering,2024,1247,3.56,75,70.2,63.8,4359,4238,4482,4325,4000,4893,National University of Singapore,,,,
NUS,Faculty of Engineering,Chemical Engineering,2013,310,3.88,80,93.2,90,3245,3000,3359,3175,3000,3644,National University of Singapore,,,,
NUS,Faculty of Engineering,Chemical Engineering,2014,296,3.87,83.75,83.9,76.4,3277,3200,3434,3300,3000,3650,National University of Singapore,,,,
NUS,Faculty of Engineering,Chemical Engineering,2015,304,3.87,81.25,86,82.9,3400,3300,3529,3500,3000,4000,National University of Singapore,,,,
NUS,Faculty of Engineering,Chemical Engineering,2016,277,3.86,83.75,85.3,80.3,3414,3250,3562,3450,3150,4000,National University of Singapore,,,,
NUS,Faculty of Engineering,Chemical Engineering,2017,302,3.87,77.5,87.8,81.3,3550,3500,3727,3600,3300,4000,National University of Singapore,,,,
NUS,Faculty of Engineering,Chemical Engineering,2018,258,3.66,73.75,89.9,84.1,3768,3700,4050,4000,3500,4300,National University of Singapore,,,,
NUS,Faculty of Engineering,Chemical Engineering,2019,253,3.65,73.75,92.4,86.7,3802,3700,3959,3950,3500,4300,National University of Singapore,,,,
NUS,Faculty of Engineering,Chemical Engineering,2020,189,3.58,76.25,97,78.2,3955,4000,4155,4000,3700,4500,National University of Singapore,,,,
NUS,Faculty of Engineering,Chemical Engineering,2021,197,3.59,73.75,91.4,84.8,3793,3700,4023,3800,3600,4300,National University of Singapore,,,,
NUS,Faculty of Engineering,Chemical Engineering,2022,1167,3.56,71.25,96.6,95.5,4487,4400,4690,4675,4018,5100,National University of Singapore,,,,
NUS,Faculty of Engineering,Chemical Engineering,2023,1292,3.55,72.5,85.7,80.7,4374,4200,4602,4405,4000,4760,National University of Singapore,,,,
NUS,Faculty of Engineering,Chemical Engineering,2024,1247,3.56,75,90.1,87.4,4614,4500,4892,4760,4300,5000,National University of Singapore,,,,
NUS,Faculty of Engineering,Civil Engineering,2013,108,3.74,72.5,96.1,94.1,3140,3000,3154,3050,3000,3300,National University of Singapore,,,,
NUS,Faculty of Engineering,Civil Engineering,2014,121,3.75,73.75,97.1,97.1,3212,3200,3281,3208,3000,3500,National University of Singapore,,,,
NUS,Faculty of Engineering,Civil Engineering,2015,109,3.72,73.75,96.5,95.3,3300,3300,3366,3350,3200,3500,National University of Singapore,,,,
NUS,Faculty of Engineering,Civil Engineering,2016,130,3.7,76.25,95.3,91.9,3402,3300,3509,3420,3200,3800,National University of Singapore,,,,
NUS,Faculty of Engineering,Civil Engineering,2017,146,3.72,75,95.5,90.9,3361,3300,3427,3300,3135,3700,National University of Singapore,,,,
NUS,Faculty of Engineering,Civil Engineering,2018,120,3.65,72.5,91.8,89.8,3520,3500,3627,3500,3300,3900,National University of Singapore,,,,
NUS,Faculty of Engineering,Civil Engineering,2019,133,3.71,66.25,95,93,3685,3500,3746,3600,3400,4025,National University of Singapore,,,,
NUS,Faculty of Engineering,Civil Engineering,2020,118,3.59,67.5,95.5,86.5,3661,3500,3739,3590,3500,4050,National University of Singapore,,,,
NUS,Faculty of Engineering,Civil Engineering,2021,94,3.58,67.5,97.3,97.3,3780,3700,3897,3700,3500,4100,National University of Singapore,,,,
NUS,Faculty of Engineering,Civil Engineering,2022,1167,3.56,71.25,93.8,88.9,3979,3921,4139,4000,3700,4400,National University of Singapore,,,,
NUS,Faculty of Engineering,Civil Engineering,2023,1292,3.55,72.5,93.9,87.7,3966,3900,4139,4000,3800,4500,National University of Singapore,,,,
NUS,Faculty of Engineering,Civil Engineering,2024,1247,3.56,75,94.2,88.4,4310,4200,4420,4200,4000,4935,National University of Singapore,,,,
NUS,Faculty of Engineering,Computer Engineering,2013,112,3.68,71.25,88.9,85.6,3592,3200,3653,3200,3000,3970,National University of Singapore,,,,
NUS,Faculty of Engineering,Computer Engineering,2014,87,3.78,72.5,95.2,92.4,3674,3500,3762,3500,3200,4080,National University of Singapore,,,,
NUS,Faculty of Engineering,Computer Engineering,2015,102,3.77,76.25,91.8,90.6,4119,4000,4252,4000,3325,4583,National University of Singapore,,,,
NUS,Faculty of Engineering,Computer Engineering,2016,139,3.77,80,89.1,85.9,3884,3700,3942,3900,3467,4500,National University of Singapore,,,,
NUS,Faculty of Engineering,Computer Engineering,2017,141,3.81,80,89.4,84.7,4010,3600,4131,3900,3588,4500,National University of Singapore,,,,
NUS,Faculty of Engineering,Computer Engineering,2018,174,3.74,80,88.6,84.3,4105,3800,4188,3975,3500,4900,National University of Singapore,,,,
NUS,Faculty of Engineering,Computer Engineering,2019,181,3.87,80,92.9,91.7,4653,4000,4732,4000,3750,4900,National University of Singapore,,,,
NUS,Faculty of Engineering,Computer Engineering,2020,166,3.87,83.75,93.7,81.1,4904,5000,4977,5000,4080,5500,National University of Singapore,,,,
NUS,Faculty of Engineering,Computer Engineering,2021,197,3.85,82.5,97.4,91.2,5345,5000,5473,5400,4500,6200,National University of Singapore,,,,
NUS,Faculty of Engineering,Computer Engineering,2022,182,3.88,81.25,94.5,92.7,6183,5900,6367,6000,5300,6800,National University of Singapore,,,,
NUS,Faculty of Engineering,Computer Engineering,2023,263,3.85,80,89.9,86.2,5529,5450,5737,5595,4900,6355,National University of Singapore,,,,
NUS,Faculty of Engineering,Computer Engineering,2024,234,3.81,85,90.4,84.2,5766,5500,5896,5800,5000,6666,National University of Singapore,,,,
NUS,Faculty of Engineering,Electrical Engineering,2013,210,3.69,71.25,88.5,88,3286,3100,3334,3200,3000,3600,National University of Singapore,,,,
NUS,Faculty of Engineering,Electrical Engineering,2014,203,3.74,71.25,90.6,88.1,3306,3200,3571,3300,3000,3800,National University of Singapore,,,,
NUS,Faculty of Engineering,Electrical Engineering,2015,199,3.7,75,92.1,90.4,3452,3200,3589,3300,3000,3700,National University of Singapore,,,,
NUS,Faculty of Engineering,Electrical Engineering,2016,209,3.68,75,91.9,87.6,3669,3400,3765,3500,3200,4200,National University of Singapore,,,,
NUS,Faculty of Engineering,Electrical Engineering,2017,206,3.69,73.75,89.4,86.5,3529,3500,3641,3600,3300,3900,National University of Singapore,,,,
NUS,Faculty of Engineering,Electrical Engineering,2018,226,3.69,71.25,91,83.4,3712,3600,3982,3700,3400,4546,National University of Singapore,,,,
NUS,Faculty of Engineering,Electrical Engineering,2019,207,3.68,67.5,89.6,85.2,3957,3800,4101,4000,3600,4600,National University of Singapore,,,,
NUS,Faculty of Engineering,Electrical Engineering,2020,208,3.65,73.75,91,75.4,4256,4000,4370,4200,3800,5000,National University of Singapore,,,,
NUS,Faculty of Engineering,Electrical Engineering,2021,212,3.59,71.25,95.1,93,4251,4000,4377,4150,3900,4550,National University of Singapore,,,,
NUS,Faculty of Engineering,Electrical Engineering,2022,1167,3.56,71.25,92.2,90.7,4730,4700,4913,4800,4380,5500,National University of Singapore,,,,
NUS,Faculty of Engineering,Electrical Engineering,2023,1292,3.55,72.5,92.2,89.7,4790,4675,4918,4800,4340,5350,National University of Singapore,,,,
NUS,Faculty of Engineering,Electrical Engineering,2024,1247,3.56,75,88.4,86,4895,4900,5057,5000,4500,5400,National University of Singapore,,,,
NUS,Faculty of Engineering,Engineering Science,2013,43,,72.5,86.2,75.9,2940,3000,2960,3000,2800,3150,National University of Singapore,,,,
NUS,Faculty of Engineering,Engineering Science,2014,27,3.91,72.5,81.3,62.5,3375,3300,3465,3400,3275,3790,National University of Singapore,,,,
NUS,Faculty of Engineering,Engineering Science,2015,22,3.92,75,82.6,73.9,3768,3735,3812,3800,3500,4420,National University of Singapore,,,,
NUS,Faculty of Engineering,Engineering Science,2016,31,3.86,81.25,85.2,74.1,3549,3400,3707,3740,3350,4026,National University of Singapore,,,,
NUS,Faculty of Engineering,Engineering Science,2017,28,,76.25,76.5,64.7,3783,3600,3827,3675,3440,4200,National University of Singapore,,,,
NUS,Faculty of Engineering,Engineering Science,2019,35,3.83,70,84.6,84.6,4115,3500,4285,3750,3400,5200,National University of Singapore,,,,
NUS,Faculty of Engineering,Engineering Science,2020,36,3.88,73.75,91.3,73.9,4499,4000,4584,4000,3765,5000,National University of Singapore,,,,
NUS,Faculty of Engineering,Engineering Science,2021,41,,71.25,89.5,68.4,4189,4500,4399,4500,4000,4900,National University of Singapore,,,,
NUS,Faculty of Engineering,Engineering Science,2022,1167,3.56,71.25,100,100,4622,4450,4659,4450,4080,5000,National University of Singapore,,,,
NUS,Faculty of Engineering,Engineering Science,2023,1292,3.55,72.5,77.8,77.8,4504,4200,4605,4500,4000,5200,National University of Singapore,,,,
NUS,Faculty of Engineering,Engineering Science,2024,1247,3.56,75,85.7,81,5571,5500,5643,5500,4325,6200,National University of Singapore,,,,
NUS,Faculty of Engineering,Environmental Engineering,2013,91,3.66,71.25,93.8,87.5,3153,3100,3208,3110,3000,3500,National University of Singapore,,,,
NUS,Faculty of Engineering,Environmental Engineering,2014,78,3.72,73.75,95.2,92.9,3250,3200,3215,3230,3000,3422,National University of Singapore,,,,
NUS,Faculty of Engineering,Environmental Engineering,2015,54,3.69,73.75,88.1,85.7,3318,3430,3337,3450,3000,3670,National University of Singapore,,,,
NUS,Faculty of Engineering,Environmental Engineering,2016,56,3.71,75,79.3,65.5,3432,3300,3470,3350,3000,3832,National University of Singapore,,,,
NUS,Faculty of Engineering,Environmental Engineering,2017,52,3.69,73.75,86.3,71.2,3425,3100,3546,3350,3000,3800,National University of Singapore,,,,
NUS,Faculty of Engineering,Environmental Engineering,2018,38,3.59,71.25,88.9,74.6,3411,3300,3518,3400,3000,3868,National University of Singapore,,,,
NUS,Faculty of Engineering,Environmental Engineering,2019,47,3.57,71.25,89.5,80.7,3473,3400,3569,3400,3200,3900,National University of Singapore,,,,
NUS,Faculty of Engineering,Environmental Engineering,2020,30,3.54,72.5,100,63.2,3473,3500,3572,3500,3250,3875,National University of Singapore,,,,
NUS,Faculty of Engineering,Environmental Engineering,2021,32,,70,97.1,88.6,3572,3500,3607,3500,3300,3900,National University of Singapore,,,,
NUS,Faculty of Engineering,Environmental Engineering,2022,1167,3.56,71.25,87.1,83.9,4252,4000,4496,4200,3850,5000,National University of Singapore,,,,
NUS,Faculty of Engineering,Environmental Engineering,2023,1292,3.55,72.5,76.9,74.4,4199,4200,4299,4243,3900,4588,National University of Singapore,,,,
NUS,Faculty of Engineering,Environmental Engineering,2024,1247,3.56,75,87.5,75,4482,4530,4695,4701,4200,5106,National University of Singapore,,,,
NUS,Faculty of Engineering,Industrial and Systems Engineering,2013,115,,78.75,93.9,92.4,3330,3200,3397,3200,3000,3800,National University of Singapore,,,,
NUS,Faculty of Engineering,Industrial and Systems Engineering,2014,110,,78.75,96.5,96.5,3591,3350,3719,3600,3200,4000,National University of Singapore,,,,
NUS,Faculty of Engineering,Industrial and Systems Engineering,2015,105,,77.5,96.1,94.7,3624,3475,3724,3500,3300,4030,National University of Singapore,,,,
NUS,Faculty of Engineering,Industrial and Systems Engineering,2016,95,3.94,80,80.3,78.9,3788,3450,3879,3500,3300,4250,National University of Singapore,,,,
NUS,Faculty of Engineering,Industrial and Systems Engineering,2017,94,,76.25,93.3,89.9,3905,3725,4035,3875,3450,4200,National University of Singapore,,,,
NUS,Faculty of Engineering,Industrial and Systems Engineering,2018,76,,72.5,91.5,87.8,3889,3800,4051,3895,3600,4500,National University of Singapore,,,,
NUS,Faculty of Engineering,Industrial and Systems Engineering,2019,65,,71.25,97.6,96.5,4303,3850,4451,4000,3500,4600,National University of Singapore,,,,
NUS,Faculty of Engineering,Industrial and Systems Engineering,2020,42,,72.5,97.2,93,4236,4010,4337,4380,3700,4800,National University of Singapore,,,,
NUS,Faculty of Engineering,Industrial and Systems Engineering,2021,88,3.77,71.25,96.7,91.8,4237,4150,4417,4500,4000,4900,National University of Singapore,,,,
NUS,Faculty of Engineering,Industrial and Systems Engineering,2022,1167,3.56,71.25,92.9,92.9,5137,5000,5281,5000,4290,5650,National University of Singapore,,,,
NUS,Faculty of Engineering,Industrial and Systems Engineering,2023,1292,3.55,72.5,94.6,94.6,4483,4500,4744,4600,4280,4990,National University of Singapore,,,,
NUS,Faculty of Engineering,Industrial and Systems Engineering,2024,1247,3.56,75,85.7,82.1,4742,4800,4905,4900,4300,5500,National University of Singapore,,,,
NUS,Faculty of Engineering,Materials Science and Engineering,2013,56,,71.25,90.9,87.9,3036,3000,3169,3000,3000,3260,National University of Singapore,,,,
NUS,Faculty of Engineering,Materials Science and Engineering,2014,55,3.85,73.75,78.6,73.8,3054,3100,3350,3300,3000,3600,National University of Singapore,,,,
NUS,Faculty of Engineering,Materials Science and Engineering,2015,70,3.94,73.75,100,95,3121,3200,3391,3350,3050,3790,National University of Singapore,,,,
NUS,Faculty of Engineering,Materials Science and Engineering,2016,72,3.89,76.25,90.2,78.4,3381,3300,3501,3540,3200,3900,National University of Singapore,,,,
NUS,Faculty of Engineering,Materials Science and Engineering,2017,75,,72.5,94,86,3269,3200,3570,3388,3200,3950,National University of Singapore,,,,
NUS,Faculty of Engineering,Materials Science and Engineering,2018,99,3.74,71.25,88.6,86.4,3550,3600,3794,3600,3500,4305,National University of Singapore,,,,
NUS,Faculty of Engineering,Materials Science and Engineering,2019,79,3.76,67.5,78.6,76.2,3796,3700,4086,4000,3700,4600,National University of Singapore,,,,
NUS,Faculty of Engineering,Materials Science and Engineering,2020,32,3.61,72.5,90.3,66.1,3795,3700,3922,3900,3600,4200,National University of Singapore,,,,
NUS,Faculty of Engineering,Materials Science and Engineering,2021,59,3.62,70,91.7,87.5,3899,3775,4020,3896,3600,4200,National University of Singapore,,,,
NUS,Faculty of Engineering,Materials Science and Engineering,2022,1167,3.56,71.25,92.9,87.1,4384,4360,4539,4500,3850,5000,National University of Singapore,,,,
NUS,Faculty of Engineering,Materials Science and Engineering,2023,1292,3.55,72.5,83,75.5,4253,4200,4371,4346,4000,4700,National University of Singapore,,,,
NUS,Faculty of Engineering,Materials Science and Engineering,2024,1247,3.56,75,95.7,87,4649,5000,5028,5000,4525,5290,National University of Singapore,,,,
NUS,Faculty of Engineering,Mechanical Engineering,2013,296,3.75,71.25,89.1,87.2,3155,3000,3319,3225,3000,3500,National University of Singapore,,,,
NUS,Faculty of Engineering,Mechanical Engineering,2014,334,3.89,76.25,90,88.5,3160,3100,3323,3200,3000,3500,National University of Singapore,,,,
NUS,Faculty of Engineering,Mechanical Engineering,2015,329,3.83,76.25,83.3,80,3279,3200,3422,3300,3000,3600,National University of Singapore,,,,
NUS,Faculty of Engineering,Mechanical Engineering,2016,311,3.81,80,86.6,81,3470,3300,3560,3400,3150,3800,National University of Singapore,,,,
NUS,Faculty of Engineering,Mechanical Engineering,2017,369,3.8,75,87.3,82.3,3537,3400,3657,3450,3100,4000,National University of Singapore,,,,
NUS,Faculty of Engineering,Mechanical Engineering,2018,342,3.66,71.25,92.8,86.9,3684,3500,3877,3700,3300,4100,National University of Singapore,,,,
NUS,Faculty of Engineering,Mechanical Engineering,2019,346,3.65,71.25,88.6,86.7,3745,3500,3847,3700,3400,4300,National University of Singapore,,,,
NUS,Faculty of Engineering,Mechanical Engineering,2020,338,3.58,73.75,94.2,69.6,3832,3700,3946,3800,3500,4200,National University of Singapore,,,,
NUS,Faculty of Engineering,Mechanical Engineering,2021,270,3.61,72.5,94.5,89.5,3965,3800,4115,3875,3500,4550,National University of Singapore,,,,
NUS,Faculty of Engineering,Mechanical Engineering,2022,1167,3.56,71.25,96.2,91.9,4594,4400,4780,4525,4000,5200,National University of Singapore,,,,
NUS,Faculty of Engineering,Mechanical Engineering,2023,1292,3.55,72.5,89.2,87.9,4578,4320,4722,4490,4030,5046,National University of Singapore,,,,
NUS,Faculty of Engineering,Mechanical Engineering,2024,1247,3.56,75,85.3,82.4,4825,4800,5038,5000,4380,5500,National University of Singapore,,,,
NUS,Faculty of Law,Law,2013,244,,85,98.8,98.2,4922,4800,5099,5000,4500,5800,National University of Singapore,,,,
NUS,Faculty of Law,Law,2014,242,3.79,85,98.2,97.6,5027,5000,5247,5150,4800,5800,National University of Singapore,,,,
NUS,Faculty of Law,Law,2015,253,3.83,85,96.9,96.9,4866,4600,4910,4700,4200,5800,National University of Singapore,,,,
NUS,Faculty of Law,Law,2016,237,3.84,85,97.7,95.9,4844,4775,4898,4900,4200,5600,National University of Singapore,,,,
NUS,Faculty of Law,Law,2017,227,3.8,85,95.8,92.3,4958,5000,5121,5000,4500,5600,National University of Singapore,,,,
NUS,Faculty of Law,Law,2018,250,3.77,85,97.3,92.6,5070,5000,5263,5500,4500,5840,National University of Singapore,,,,
NUS,Faculty of Law,Law,2019,223,3.86,85,95.7,93,5068,5000,5160,5400,4500,5800,National University of Singapore,,,,
NUS,Faculty of Law,Law,2020,219,3.81,85,91.8,86.8,4848,4640,5009,5000,4400,5600,National University of Singapore,,,,
NUS,Faculty of Law,Law,2021,234,3.87,85,96.5,93.5,5398,5150,5627,5600,4500,6000,National University of Singapore,,,,
NUS,Faculty of Law,Law,2022,244,3.82,85,97.3,94.6,5935,6000,6182,6400,5500,6800,National University of Singapore,,,,
NUS,Faculty of Law,Law,2023,233,3.75,85,96.9,96.9,7051,7000,7244,7000,6000,7100,National University of Singapore,,,,
NUS,Faculty of Law,Law,2024,246,3.86,85,93.8,90.4,6731,7000,6999,7000,6200,7000,National University of Singapore,,,,
NUS,Faculty of Science,Science (Hons),2013,1081,,73.75,83.6,74,3101,3000,3217,3100,2868,3500,National University of Singapore,,,,
NUS,Faculty of Science,Science (Hons),2014,1196,,72.5,86.6,75.8,3224,3200,3328,3210,2950,3600,National University of Singapore,,,,
NUS,Faculty of Science,Science (Hons),2015,1127,,75,83.9,76.2,3245,3200,3321,3300,3000,3600,National University of Singapore,,,,
NUS,Faculty of Science,Science (Hons),2016,1027,,77.5,84.9,71.7,3331,3300,3386,3300,3000,3650,National University of Singapore,,,,
NUS,Faculty of Science,Science (Hons),2017,851,,78.75,85.9,69.3,3340,3200,3435,3300,3000,3700,National University of Singapore,,,,
NUS,Faculty of Science,Science (Hons),2018,927,,80,87.3,72.8,3371,3300,3460,3400,3000,3725,National University of Singapore,,,,
NUS,Faculty of Science,Science (Hons),2019,571,,82.5,88.5,72.3,3510,3355,3605,3500,3100,3800,National University of Singapore,,,,
NUS,Faculty of Science,Science (Hons),2020,603,,82.5,93.1,57.4,3636,3500,3723,3528,3300,4000,National University of Singapore,,,,
NUS,Faculty of Science,Science (Hons),2021,2100,3.79,78.75,92.2,76.5,3665,3500,3767,3600,3400,4000,National University of Singapore,,,,
NUS,Faculty of Science,Science (Hons),2022,1971,3.67,77.5,90.6,80.1,4040,3720,4174,3850,3500,4500,National University of Singapore,,,,
NUS,Faculty of Science,Science (Hons),2023,1949,3.62,78.75,89.6,81.7,4180,3985,4290,4000,3600,4500,National University of Singapore,,,,
NUS,Faculty of Science,Science (Hons),2024,1893,3.61,78.75,85.3,75.4,4267,4000,4469,4150,3900,4800,National University of Singapore,,,,
NUS,Faculty of Science,Data Science and Analytics,2016,1027,,80,,,,,,,,,National University of Singapore,,,,
NUS,Faculty of Science,Data Science and Analytics,2017,851,,82.5,,,,,,,,,National University of Singapore,,,,
NUS,Faculty of Science,Data Science and Analytics,2018,927,,80,,,,,,,,,National University of Singapore,,,,
NUS,Faculty of Science,Data Science and Analytics,2019,179,,80,,,,,,,,,National University of Singapore,,,,
NUS,Faculty of Science,Data Science and Analytics,2020,204,,82.5,100,78.3,4417,4125,4456,4125,3900,4900,National University of Singapore,,,,
NUS,Faculty of Science,Data Science and Analytics,2021,2100,3.79,78.75,97.7,95.3,4819,4500,4981,4800,4200,5400,National University of Singapore,,,,
NUS,Faculty of Science,Data Science and Analytics,2022,1971,3.67,77.5,96.8,96.8,5562,5500,5616,5500,4628,6100,National University of Singapore,,,,
NUS,Faculty of Science,Data Science and Analytics,2023,1949,3.62,78.75,83.2,80.4,4999,5000,5166,5000,4500,5500,National University of Singapore,,,,
NUS,Faculty of Science,Data Science and Analytics,2024,1893,3.61,78.75,85.9,77,5673,5100,5855,5400,4800,6600,National University of Singapore,,,,
NUS,Faculty of Science,Environmental Studies,2013,68,3.77,81.25,,,,,,,,,National University of Singapore,,,,
NUS,Faculty of Science,Environmental Studies,2014,56,3.81,83.75,,,,,,,,,National University of Singapore,,,,
NUS,Faculty of Science,Environmental Studies,2015,57,3.83,82.5,71.9,59.4,3400,3462,3433,3500,3238,3550,National University of Singapore,,,,
NUS,Faculty of Science,Environmental Studies,2016,52,3.8,85,83.8,67.6,3347,3250,3399,3300,3000,3500,National University of Singapore,,,,
NUS,Faculty of Science,Environmental Studies,2017,48,3.81,82.5,88.7,62.3,3297,3200,3419,3300,3000,3600,National University of Singapore,,,,
