uni,school,course,year,Places,GPA,RP,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,university,Column 17,Column 18,Column 19,Column 20
NTU,College of Engineering,Bioengineering,2023,138,3.52,68.75,86.7,80,3945,4000,4077,4043,3775,4450,Nanyang Technological University,,,,
NTU,College of Engineering,Bioengineering,2024,142,3.51,68.75,86.7,80,3945,4000,4077,4043,3775,4450,Nanyang Technological University,,,,
NTU,College of Engineering,Chemical and Biomolecular Engineering,2013,224,3.48,81.25,87.3,85.1,3235,3000,3377,3200,3000,3800,Nanyang Technological University,,,,
NTU,College of Engineering,Chemical and Biomolecular Engineering,2014,201,3.81,81.25,83.8,76.1,3296,3250,3415,3400,3200,3575,Nanyang Technological University,,,,
NTU,College of Engineering,Chemical and Biomolecular Engineering,2015,190,3.64,80,86.8,80.9,3156,3100,3373,3300,3000,3600,Nanyang Technological University,,,,
NTU,College of Engineering,Chemical and Biomolecular Engineering,2016,143,3.85,82.5,80.6,72.6,3336,3225,3476,3400,3200,3800,Nanyang Technological University,,,,
NTU,College of Engineering,Chemical and Biomolecular Engineering,2017,143,3.69,82.5,82.3,75.3,3326,3200,3577,3500,3200,4000,Nanyang Technological University,,,,
NTU,College of Engineering,Chemical and Biomolecular Engineering,2018,155,3.81,81.25,91.6,86,3461,3500,3782,3600,3300,4200,Nanyang Technological University,,,,
NTU,College of Engineering,Chemical and Biomolecular Engineering,2019,174,3.67,77.5,88.6,78.1,3681,3600,3921,3800,3500,4300,Nanyang Technological University,,,,
NTU,College of Engineering,Chemical and Biomolecular Engineering,2020,173,3.61,73.75,95,83,3732,3600,3948,3900,3500,4300,Nanyang Technological University,,,,
NTU,College of Engineering,Chemical and Biomolecular Engineering,2021,193,3.48,75,91.1,84.8,3784,3600,3959,3740,3600,4300,Nanyang Technological University,,,,
NTU,College of Engineering,Chemical and Biomolecular Engineering,2022,162,3.71,72.5,96.6,93.3,4580,4500,4733,4800,4028,5100,Nanyang Technological University,,,,
NTU,College of Engineering,Chemical and Biomolecular Engineering,2023,150,3.47,70,92,87,4019,4000,4299,4200,3950,4550,Nanyang Technological University,,,,
NTU,College of Engineering,Chemical and Biomolecular Engineering,2024,189,3.51,70,92,87,4019,4000,4299,4200,3950,4550,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Engineering,2013,95,3.51,68.75,90.3,88.2,3326,3100,3374,3175,3000,3600,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Engineering,2014,93,3.54,70,91.4,88.8,3423,3300,3512,3400,3200,3800,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Engineering,2015,71,3.53,71.25,85.1,83,3489,3350,3577,3500,3200,4000,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Engineering,2016,86,3.56,75,83.3,75.9,3792,3500,3833,3500,3300,4420,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Engineering,2017,87,3.61,80,95.1,87.8,3667,3600,3743,3600,3450,3925,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Engineering,2018,90,3.63,78.75,95.8,95.8,3749,3700,3865,3775,3400,4200,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Engineering,2019,99,3.58,73.75,94.6,94.6,3994,4000,4074,4000,3600,4500,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Engineering,2020,129,3.77,78.75,97.2,94.4,4069,4100,4136,4100,3627,4845,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Engineering,2021,96,3.87,75,95.8,89.6,4649,4500,4847,4500,4000,5000,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Engineering,2022,180,3.65,77.5,87,85.2,5366,5285,5463,5295,4500,6215,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Engineering,2023,203,3.6,75,89.3,87.5,5512,5400,5631,5400,4700,6200,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Engineering,2024,229,3.65,75,91.3,89.9,5372,5350,5521,5500,4800,6391,Nanyang Technological University,,,,
NTU,College of Engineering,Civil Engineering,2013,153,3.49,66.25,94.8,93.8,3091,3000,3182,3100,3000,3380,Nanyang Technological University,,,,
NTU,College of Engineering,Civil Engineering,2014,154,3.5,68.75,93.8,92.9,3122,3000,3152,3100,3000,3300,Nanyang Technological University,,,,
NTU,College of Engineering,Civil Engineering,2015,147,3.55,68.75,95.3,93,3125,3100,3206,3200,3000,3300,Nanyang Technological University,,,,
NTU,College of Engineering,Civil Engineering,2016,136,3.73,66.25,92.4,91.6,3407,3250,3505,3300,3200,3800,Nanyang Technological University,,,,
NTU,College of Engineering,Civil Engineering,2017,125,3.71,68.75,98.5,96.9,3373,3300,3442,3400,3190,3675,Nanyang Technological University,,,,
NTU,College of Engineering,Civil Engineering,2018,130,3.49,67.5,96.5,96.5,3521,3400,3597,3500,3200,3816,Nanyang Technological University,,,,
NTU,College of Engineering,Civil Engineering,2019,120,3.44,66.25,94.9,90.6,3525,3400,3582,3500,3300,3900,Nanyang Technological University,,,,
NTU,College of Engineering,Civil Engineering,2020,144,3.5,62.5,95.7,87,3458,3400,3495,3500,3200,3800,Nanyang Technological University,,,,
NTU,College of Engineering,Civil Engineering,2021,130,3.45,63.75,97.7,92,3596,3500,3664,3540,3400,3800,Nanyang Technological University,,,,
NTU,College of Engineering,Civil Engineering,2022,130,3.49,63.75,91.6,88.4,3699,3600,3788,3650,3500,3975,Nanyang Technological University,,,,
NTU,College of Engineering,Civil Engineering,2023,139,3.43,63.75,97.5,95,3905,3850,4012,4000,3600,4232,Nanyang Technological University,,,,
NTU,College of Engineering,Civil Engineering,2024,137,3.39,61.25,83.2,75.8,4022,4000,4135,4000,3800,4295,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Science,2013,253,3.55,68.75,92.1,88.5,3249,3000,3306,3125,3000,3600,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Science,2014,265,3.55,70,94.5,93.7,3269,3200,3304,3200,3000,3700,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Science,2015,268,3.54,71.25,92.4,91.4,3489,3300,3535,3300,3150,3800,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Science,2016,263,3.61,75,94.6,91.4,3784,3500,3848,3500,3300,4333,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Science,2017,308,3.65,78.75,92.4,86.7,4078,3750,4160,3850,3500,4500,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Science,2018,347,3.68,80,94.4,93,3970,3800,4062,4000,3500,4500,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Science,2019,424,3.56,77.5,97.4,95.9,4270,4050,4309,4200,3800,4900,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Science,2020,472,3.92,81.25,92.2,86.1,4508,4250,4558,4300,3880,5000,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Science,2021,478,3.9,83.75,97,91,4871,4800,4924,4800,4200,5450,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Science,2022,402,3.7,82.5,94,91.7,5515,5400,5699,5500,4900,6420,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Science,2023,497,3.72,80,88.3,86.5,5334,5200,5440,5200,4800,6000,Nanyang Technological University,,,,
NTU,College of Engineering,Computer Science,2024,527,3.75,78.75,82,79.6,5577,5500,5726,5500,4900,6500,Nanyang Technological University,,,,
NTU,College of Engineering,Electrical and Electronic Engineering,2013,624,3.37,65,91,88.7,3133,3000,3187,3100,3000,3440,Nanyang Technological University,,,,
NTU,College of Engineering,Electrical and Electronic Engineering,2014,608,3.44,65,90.7,88.4,3241,3175,3336,3200,3000,3500,Nanyang Technological University,,,,
NTU,College of Engineering,Electrical and Electronic Engineering,2015,644,3.44,65,88.6,86.2,3345,3200,3446,3300,3000,3690,Nanyang Technological University,,,,
NTU,College of Engineering,Electrical and Electronic Engineering,2016,597,3.47,67.5,89.1,83.6,3443,3300,3517,3400,3190,3800,Nanyang Technological University,,,,
NTU,College of Engineering,Electrical and Electronic Engineering,2017,525,3.56,70,89.3,85,3532,3500,3657,3600,3200,4000,Nanyang Technological University,,,,
NTU,College of Engineering,Electrical and Electronic Engineering,2018,570,3.49,71.25,92.7,91,3625,3500,3772,3600,3323,4000,Nanyang Technological University,,,,
NTU,College of Engineering,Electrical and Electronic Engineering,2019,608,3.43,68.75,92.6,87.1,3769,3700,3884,3700,3500,4000,Nanyang Technological University,,,,
NTU,College of Engineering,Electrical and Electronic Engineering,2020,648,3.4,62.5,94.5,75.1,3925,3800,4004,3880,3500,4370,Nanyang Technological University,,,,
NTU,College of Engineering,Electrical and Electronic Engineering,2021,647,3.45,66.25,93.9,88.6,3978,3900,4069,4000,3600,4400,Nanyang Technological University,,,,
NTU,College of Engineering,Electrical and Electronic Engineering,2022,620,3.44,65,92.4,90.2,4595,4500,4723,4558,4100,5000,Nanyang Technological University,,,,
NTU,College of Engineering,Electrical and Electronic Engineering,2023,652,3.44,65,87.1,85.6,4713,4650,4803,4800,4200,5100,Nanyang Technological University,,,,
NTU,College of Engineering,Electrical and Electronic Engineering,2024,678,3.45,65,79.3,76.1,4684,4700,4824,4800,4200,5155,Nanyang Technological University,,,,
NTU,College of Engineering,Environmental Engineering,2013,58,3.5,71.25,84,81.5,3091,3000,3140,3000,3000,3300,Nanyang Technological University,,,,
NTU,College of Engineering,Environmental Engineering,2014,53,3.74,71.25,88.9,82.2,3121,3000,3111,3000,3000,3500,Nanyang Technological University,,,,
NTU,College of Engineering,Environmental Engineering,2015,51,3.7,71.25,89.7,82.1,3472,3200,3673,3300,3000,3835,Nanyang Technological University,,,,
NTU,College of Engineering,Environmental Engineering,2016,46,3.64,71.25,80.6,74.2,3156,3100,3216,3100,2800,3400,Nanyang Technological University,,,,
NTU,College of Engineering,Environmental Engineering,2017,48,3.63,71.25,71.8,64.1,3538,3475,3588,3635,3200,3950,Nanyang Technological University,,,,
NTU,College of Engineering,Environmental Engineering,2018,49,3.51,70,92.1,81.6,3388,3360,3485,3400,3000,3500,Nanyang Technological University,,,,
NTU,College of Engineering,Environmental Engineering,2019,35,3.46,68.75,83.9,77.4,3574,3500,3596,3510,3400,3800,Nanyang Technological University,,,,
NTU,College of Engineering,Environmental Engineering,2020,58,3.46,67.5,90.2,58.5,3364,3375,3444,3450,3200,3800,Nanyang Technological University,,,,
NTU,College of Engineering,Environmental Engineering,2021,57,3.5,68.75,96.6,86.2,3422,3500,3487,3500,3200,3600,Nanyang Technological University,,,,
NTU,College of Engineering,Environmental Engineering,2022,51,3.56,68.75,93.5,90.3,3988,3800,4139,3900,3700,4500,Nanyang Technological University,,,,
NTU,College of Engineering,Environmental Engineering,2023,54,3.5,68.75,60.6,54.5,3967,3850,4099,4115,3800,4337,Nanyang Technological University,,,,
NTU,College of Engineering,Environmental Engineering,2024,62,3.44,65,82.9,80,4154,4000,4367,4300,3895,4591,Nanyang Technological University,,,,
NTU,College of Engineering,Information Engineering and Media,2013,77,3.52,68.75,85.7,79.6,3160,3150,3203,3200,2950,3400,Nanyang Technological University,,,,
NTU,College of Engineering,Information Engineering and Media,2014,112,3.48,68.75,85.7,73.2,3185,3000,3318,3200,3000,3600,Nanyang Technological University,,,,
NTU,College of Engineering,Information Engineering and Media,2015,90,3.53,68.75,87.3,80,3271,3200,3375,3275,3000,3500,Nanyang Technological University,,,,
NTU,College of Engineering,Information Engineering and Media,2016,96,3.48,70,94.6,87.5,3496,3350,3570,3350,3000,4000,Nanyang Technological University,,,,
NTU,College of Engineering,Information Engineering and Media,2017,90,3.7,73.75,86.9,78.7,3685,3677,3790,3700,3350,4200,Nanyang Technological University,,,,
NTU,College of Engineering,Information Engineering and Media,2018,81,3.63,73.75,93.2,89,3724,3725,3800,3750,3500,4140,Nanyang Technological University,,,,
NTU,College of Engineering,Information Engineering and Media,2019,97,3.49,73.75,90.7,85.3,3934,3970,4006,4000,3600,4350,Nanyang Technological University,,,,
NTU,College of Engineering,Information Engineering and Media,2020,97,3.55,68.75,96,70,4085,4000,4208,4000,3500,4500,Nanyang Technological University,,,,
NTU,College of Engineering,Information Engineering and Media,2021,91,3.66,72.5,95.7,88.6,4247,4200,4325,4200,3900,4800,Nanyang Technological University,,,,
NTU,College of Engineering,Information Engineering and Media,2022,105,3.66,71.25,95.3,93.8,5080,4950,5187,4950,4500,5500,Nanyang Technological University,,,,
NTU,College of Engineering,Information Engineering and Media,2023,99,3.62,68.75,75,69.1,4761,4800,4857,4800,4400,5100,Nanyang Technological University,,,,
NTU,College of Engineering,Information Engineering and Media,2024,122,3.56,68.75,80.8,74,4902,4850,4964,4900,4400,5000,Nanyang Technological University,,,,
NTU,College of Engineering,Materials Engineering,2013,243,3.39,65,82.5,78.9,2989,3000,3096,3000,2800,3300,Nanyang Technological University,,,,
NTU,College of Engineering,Materials Engineering,2014,230,3.48,68.75,82.5,77.7,3145,3000,3261,3150,3000,3410,Nanyang Technological University,,,,
NTU,College of Engineering,Materials Engineering,2015,239,3.46,68.75,82.9,76.8,3213,3100,3397,3200,3000,3600,Nanyang Technological University,,,,
NTU,College of Engineering,Materials Engineering,2016,201,3.51,68.75,81.3,73.5,3197,3200,3317,3300,3000,3500,Nanyang Technological University,,,,
NTU,College of Engineering,Materials Engineering,2017,195,3.49,70,84.9,75.6,3288,3200,3434,3375,3200,3700,Nanyang Technological University,,,,
NTU,College of Engineering,Materials Engineering,2018,203,3.46,72.5,86.5,81.9,3457,3400,3650,3500,3200,4000,Nanyang Technological University,,,,
NTU,College of Engineering,Materials Engineering,2019,211,3.38,68.75,82,76,3601,3500,3817,3600,3300,4175,Nanyang Technological University,,,,
NTU,College of Engineering,Materials Engineering,2020,215,3.36,65,91.5,69,3613,3600,3755,3700,3500,4000,Nanyang Technological University,,,,
NTU,College of Engineering,Materials Engineering,2021,170,3.39,70,96.3,83,3701,3600,3801,3650,3500,4000,Nanyang Technological University,,,,
NTU,College of Engineering,Materials Engineering,2022,166,3.41,70,94.9,92.6,4300,4300,4522,4500,3800,5000,Nanyang Technological University,,,,
NTU,College of Engineering,Materials Engineering,2023,157,3.35,67.5,83.1,77.9,4216,4200,4351,4200,3900,4645,Nanyang Technological University,,,,
NTU,College of Engineering,Materials Engineering,2024,165,3.38,67.5,75.9,70.4,4263,4200,4391,4329,4000,4900,Nanyang Technological University,,,,
NTU,College of Engineering,Mechanical Engineering,2013,540,3.47,65,91.6,89.5,3125,3000,3226,3100,3000,3500,Nanyang Technological University,,,,
NTU,College of Engineering,Mechanical Engineering,2014,553,3.5,73.75,90.2,87.8,3161,3000,3289,3100,3000,3500,Nanyang Technological University,,,,
NTU,College of Engineering,Mechanical Engineering,2015,489,3.46,66.25,88,80.7,3248,3200,3388,3250,3000,3600,Nanyang Technological University,,,,
NTU,College of Engineering,Mechanical Engineering,2016,485,3.44,70,86,79.9,3417,3300,3505,3350,3050,3959,Nanyang Technological University,,,,
NTU,College of Engineering,Mechanical Engineering,2017,530,3.63,70,82.7,74.9,3422,3300,3579,3450,3100,4000,Nanyang Technological University,,,,
NTU,College of Engineering,Mechanical Engineering,2018,532,3.61,70,85.6,81.1,3448,3500,3653,3500,3200,4000,Nanyang Technological University,,,,
NTU,College of Engineering,Mechanical Engineering,2019,540,3.4,68.75,84.5,82.1,3608,3500,3728,3600,3380,4005,Nanyang Technological University,,,,
NTU,College of Engineering,Mechanical Engineering,2020,549,3.44,66.25,91.7,67.5,3861,3700,3977,3850,3500,4432,Nanyang Technological University,,,,
NTU,College of Engineering,Mechanical Engineering,2021,492,3.49,67.5,94,86.1,3845,3700,4006,3800,3570,4400,Nanyang Technological University,,,,
NTU,College of Engineering,Mechanical Engineering,2022,520,3.37,63.75,95,91.3,4381,4200,4537,4500,3944,5000,Nanyang Technological University,,,,
NTU,College of Engineering,Mechanical Engineering,2023,448,3.39,62.5,85,82.5,4379,4250,4481,4400,4000,4864,Nanyang Technological University,,,,
NTU,College of Engineering,Mechanical Engineering,2024,448,3.47,62.5,87.8,83.9,4531,4400,4675,4495,4100,5000,Nanyang Technological University,,,,
NTU,College of Engineering,Maritime Studies,2013,92,3.7,75,95.6,93.3,3050,3000,3111,3000,2850,3200,Nanyang Technological University,,,,
NTU,College of Engineering,Maritime Studies,2014,84,3.68,73.75,92.5,92.5,3163,3050,3206,3050,3000,3500,Nanyang Technological University,,,,
NTU,College of Engineering,Maritime Studies,2015,84,3.69,73.75,95,95,3249,3200,3271,3200,3000,3300,Nanyang Technological University,,,,
NTU,College of Engineering,Maritime Studies,2016,84,3.78,72.5,94.2,88.5,3305,3300,3328,3398,3083,3500,Nanyang Technological University,,,,
NTU,College of Engineering,Maritime Studies,2017,83,3.68,72.5,92.2,92.2,3279,3200,3333,3320,3000,3500,Nanyang Technological University,,,,
NTU,College of Engineering,Maritime Studies,2018,87,3.69,71.25,93.3,90,3351,3300,3409,3350,3000,3640,Nanyang Technological University,,,,
NTU,College of Engineering,Maritime Studies,2019,86,3.54,70,98.3,93.2,3512,3400,3669,3500,3300,3700,Nanyang Technological University,,,,
NTU,College of Engineering,Maritime Studies,2020,87,3.5,65,90.8,78.5,3608,3500,3646,3500,3300,3875,Nanyang Technological University,,,,
NTU,College of Engineering,Maritime Studies,2021,112,3.5,68.75,98.4,95.2,3697,3500,3763,3500,3500,4000,Nanyang Technological University,,,,
NTU,College of Engineering,Maritime Studies,2022,129,3.5,68.75,96.7,95.1,3842,3740,3860,3740,3500,4060,Nanyang Technological University,,,,
NTU,College of Engineering,Maritime Studies,2023,145,3.51,68.75,93.8,92.3,4223,4200,4302,4200,4000,4500,Nanyang Technological University,,,,
NTU,College of Engineering,Maritime Studies,2024,139,3.51,68.75,94.3,88.7,4208,4000,4264,4100,3800,4550,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2013,190,3.16,62.5,81.6,61.4,2639,2500,2638,2500,2300,2900,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2014,167,3.32,62.5,80,68,2761,2600,2791,2700,2300,3000,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2015,169,3.23,65,79.3,56.9,3284,2800,3457,2800,2200,3000,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2016,168,3.23,65,79.7,46.6,2718,2700,2761,2700,2500,3000,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2017,172,3.28,63.75,88.5,54,2862,2800,2909,2800,2500,3200,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2018,157,3.26,65,85.7,53.8,2930,2800,2986,3000,2600,3300,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2019,145,3.3,65,83.6,50.9,3031,3000,3068,3000,2800,3500,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2020,139,3.33,67.5,90.4,35.7,2858,2800,2925,2800,2500,3300,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2021,124,3.36,71.25,86.2,46.6,3146,3000,3182,3000,2650,3675,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2022,127,3.38,70,89.5,63.2,3303,3200,3372,3200,3000,3600,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2023,127,3.41,72.5,80.6,52.4,3471,3498,3515,3498,3000,3755,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences","Art, Design and Media",2024,127,3.43,70,78.2,47.1,3538,3500,3606,3500,3075,4000,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2013,96,3.43,70,85.1,80.5,2818,2800,2924,3000,2600,3300,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2014,95,3.48,70,86.8,75.8,2927,3000,3006,3000,2700,3300,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2015,111,3.37,68.75,81.8,76.6,2978,3000,3045,3200,2800,3500,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2016,99,3.46,70,91.1,74.7,3239,3300,3345,3300,3050,3500,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2017,92,3.44,70,84.6,67.7,3119,3300,3147,3300,2750,3500,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2018,88,3.44,70,86.4,76.3,3149,3150,3260,3500,3000,3518,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2019,73,3.41,72.5,90.1,79,3158,3150,3260,3210,2980,3500,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2020,94,3.29,67.5,83.8,63.5,3251,3350,3310,3500,3000,3500,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2021,71,3.49,70,87,72.5,3376,3250,3483,3300,3053,3650,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2022,75,3.42,71.25,91.8,70.5,3408,3300,3566,3600,3060,4015,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2023,75,3.41,71.25,83.6,70.9,3927,4015,4007,4090,3450,4530,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Chinese,2024,74,3.38,72.5,75.9,60.3,3780,3700,3972,4020,3500,4400,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Communication Studies,2013,186,3.68,75,89.4,79.6,2893,2930,2956,3000,2700,3250,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Communication Studies,2014,185,3.79,76.25,86.7,77.9,2891,2800,2976,3000,2600,3294,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Communication Studies,2015,221,3.74,76.25,85.1,74.4,2921,2900,3008,3000,2600,3330,Nanyang Technological University,,,,
NTU,"College of Humanities, Arts and Social Sciences",Communication Studies,2016,190,3.71,77.5,87.7,69.6,2938,2900,2996,3000,2575,3365,Nanyang Technological University,,,,
